 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
67 11 21 28 26 11 23 21 29 18 27 29 30 25 26 30 12 15 12 24 25 19 25 19 28 22 27 18 11 19 20 16 14 28 20 17 29 25 28 29 28 19 20 14 20 24 23 12 26 11 14 12 25 28 25 24 11 12 19 12 28 22 16 24 14 22 17 0 18 19 15 22 13 25 25 20 11 25 20 26 13 16 12 25 16 22 25 24 12 27 13 12 26 18 19 12 20 25 29 11 20 
68 23 11 21 25 16 23 13 26 20 29 28 28 22 13 26 10 15 30 24 21 28 27 25 12 21 15 19 29 22 14 14 18 12 27 11 25 15 10 28 21 27 13 28 16 21 21 21 10 19 17 20 12 25 27 23 11 19 22 18 14 23 10 11 27 15 29 18 0 13 19 28 13 25 27 23 25 12 23 24 10 10 26 29 28 23 22 20 20 23 29 26 29 23 12 12 18 28 28 11 16 
69 10 30 10 18 21 29 24 10 19 18 28 26 25 14 29 21 17 20 23 22 18 24 16 15 25 28 27 12 15 26 25 24 13 25 14 16 27 22 18 21 21 13 21 24 22 26 14 27 30 23 18 23 17 20 11 16 23 28 19 29 26 12 29 19 24 11 19 13 0 29 12 28 18 28 11 13 30 14 21 10 30 18 17 17 26 14 16 30 14 10 16 16 29 14 18 15 10 11 13 10 
70 27 19 29 18 15 21 19 15 13 15 24 23 12 20 17 26 28 27 21 28 16 17 12 10 21 20 27 30 23 22 15 30 25 15 23 22 18 22 14 28 23 17 26 28 24 20 29 28 16 21 30 16 27 29 11 10 19 10 15 16 21 25 19 11 14 30 15 19 29 0 19 26 25 11 14 20 20 14 24 14 14 26 23 12 22 28 14 11 25 23 20 27 11 22 12 27 23 22 12 26 
71 14 25 25 30 16 30 15 20 22 24 11 22 27 28 30 18 24 20 19 28 19 23 24 10 27 22 16 10 26 25 12 17 20 15 20 18 23 26 24 16 26 11 21 23 30 19 27 16 23 17 15 15 30 21 20 20 26 23 24 29 12 13 27 17 19 20 22 28 12 19 0 14 29 18 30 20 10 25 16 11 19 18 12 24 13 24 16 10 20 11 11 26 25 25 17 11 24 22 14 17 
72 28 17 26 24 30 12 15 12 13 26 19 10 12 15 14 15 13 19 16 18 11 21 29 28 21 17 25 30 29 13 22 14 14 24 11 25 19 27 20 17 15 17 15 21 20 25 23 26 18 20 28 22 18 23 17 22 30 21 21 26 15 23 28 14 21 18 13 13 28 26 14 0 14 10 21 30 30 22 10 13 28 14 30 19 25 13 14 14 16 27 21 24 13 26 25 12 27 25 14 11 
73 25 18 23 22 29 19 21 24 22 16 14 14 28 23 28 23 13 28 30 22 23 13 30 18 21 11 29 14 12 22 18 24 20 21 17 21 19 29 11 25 13 29 22 12 26 21 24 16 23 27 12 27 14 15 10 14 28 12 10 24 21 15 28 23 11 20 25 25 18 25 29 14 0 12 20 29 10 26 14 18 24 23 20 18 28 16 27 14 30 24 30 26 27 12 13 28 11 24 29 23 
74 16 27 14 10 12 21 22 13 21 13 30 18 28 25 14 13 26 29 22 10 23 16 13 12 26 24 28 29 10 17 14 15 27 14 22 18 15 23 10 21 30 16 21 27 16 18 14 27 11 10 27 13 13 19 30 25 18 19 22 10 29 12 28 26 16 16 25 27 28 11 18 10 12 0 22 11 24 29 19 20 12 12 20 14 20 29 26 18 17 15 28 26 12 27 21 10 23 12 18 19 
75 21 10 13 16 29 11 10 19 22 11 16 12 15 27 27 10 22 20 20 10 16 20 28 28 18 12 25 23 22 26 21 21 10 23 21 18 19 27 24 25 29 13 10 24 26 24 21 25 27 28 12 15 29 20 11 29 25 17 19 11 24 18 24 28 17 28 20 23 11 14 30 21 20 22 0 25 27 12 12 30 22 21 30 24 23 19 21 27 11 15 18 28 28 20 23 10 25 29 30 26 
76 30 21 25 14 24 28 24 11 20 19 19 29 24 12 25 10 15 22 11 10 19 11 26 21 26 16 11 24 12 13 14 15 14 22 10 15 27 15 23 26 13 21 20 28 24 20 30 30 28 13 24 27 20 25 29 27 17 15 23 30 22 27 24 20 19 10 11 25 13 20 20 30 29 11 25 0 19 16 29 15 23 26 13 23 27 18 27 14 29 12 10 22 16 29 26 25 15 13 29 30 
77 24 11 13 18 12 12 14 12 27 21 14 25 16 20 30 23 12 13 27 27 24 24 22 27 20 19 22 19 27 20 15 20 21 16 11 10 20 15 23 24 21 10 27 16 28 16 23 13 21 18 16 23 15 24 20 22 23 24 30 16 19 26 27 12 14 29 25 12 30 20 10 30 10 24 27 19 0 12 26 28 10 10 17 15 23 25 29 25 26 11 20 20 21 22 25 13 26 18 25 29 
78 15 24 21 13 15 29 28 25 18 30 22 16 16 12 14 18 10 30 21 21 12 28 10 30 26 28 15 19 12 15 26 18 10 26 28 11 22 11 17 17 21 19 24 12 30 14 16 10 12 20 19 14 18 21 22 19 25 21 13 30 26 15 29 28 19 24 20 23 14 14 25 22 26 29 12 16 12 0 17 29 26 16 20 18 15 26 10 25 17 12 18 23 12 27 15 15 11 19 20 28 
79 27 23 17 30 30 16 24 11 13 14 30 15 27 24 20 18 15 21 24 24 28 28 30 16 19 22 10 26 18 12 20 30 30 12 10 14 27 30 18 23 17 18 25 22 25 18 23 16 22 23 17 29 15 12 28 14 30 24 28 21 28 30 15 13 27 28 26 24 21 24 16 10 14 19 12 29 26 17 0 27 17 18 15 26 19 22 29 24 27 16 20 12 25 13 24 30 30 12 27 16 
80 10 17 18 11 27 29 24 15 26 15 11 12 15 23 25 29 25 30 22 29 24 15 21 20 20 20 26 15 28 30 24 19 15 17 21 24 15 23 21 26 14 18 12 17 19 20 18 30 23 19 26 11 11 19 26 22 12 21 29 23 12 12 19 27 28 19 13 10 10 14 11 13 18 20 30 15 28 29 27 0 19 29 22 10 10 22 19 11 23 11 24 30 19 13 13 15 23 27 29 10 
81 17 20 24 13 19 16 30 24 15 27 21 29 19 12 26 21 14 14 12 27 19 15 16 14 13 19 25 30 19 17 20 15 20 13 25 13 22 29 25 17 17 12 24 13 28 26 20 11 27 12 11 22 23 23 30 20 23 18 12 10 25 20 26 26 20 14 16 10 30 14 19 28 24 12 22 23 10 26 17 19 0 25 27 29 11 16 30 10 16 16 20 27 10 23 25 20 19 30 19 28 
82 19 30 27 16 18 27 19 24 12 24 29 15 21 27 12 13 20 24 12 30 21 16 25 27 28 15 25 26 24 15 11 24 19 27 29 23 16 28 28 25 23 27 17 24 26 26 13 23 13 27 19 21 12 21 15 20 20 29 21 24 28 16 30 23 18 14 12 26 18 26 18 14 23 12 21 26 10 16 18 29 25 0 12 16 12 16 19 29 25 12 16 21 15 12 12 16 25 28 23 10 
83 13 25 29 16 13 22 27 12 19 30 10 18 18 27 23 17 24 17 22 24 20 19 26 20 30 30 26 24 30 10 19 30 13 15 15 20 23 24 24 26 27 18 30 18 29 13 24 20 20 15 29 13 29 30 20 25 23 12 26 17 13 26 21 27 26 29 25 29 17 23 12 30 20 20 30 13 17 20 15 22 27 12 0 17 24 13 25 27 26 25 16 19 25 14 26 12 16 25 30 21 
84 18 26 19 23 21 14 13 26 26 29 26 19 22 13 19 17 13 13 28 16 30 30 20 14 14 18 14 28 26 27 29 21 16 11 30 19 13 21 22 17 19 13 26 28 27 13 20 27 29 18 16 21 25 13 28 20 18 17 21 16 20 30 23 23 14 17 16 28 17 12 24 19 18 14 24 23 15 18 26 10 29 16 17 0 24 14 28 18 15 21 13 28 11 29 19 27 26 17 20 25 
85 17 26 16 19 29 10 22 24 15 15 29 25 16 12 25 29 16 21 15 11 16 14 25 24 29 14 17 23 23 12 30 17 17 24 22 20 15 12 27 20 18 16 13 12 29 18 15 10 24 10 25 12 20 28 14 12 27 14 13 12 25 18 11 29 24 23 22 23 26 22 13 25 28 20 23 27 23 15 19 10 11 12 24 24 0 13 29 13 28 29 22 30 13 20 28 17 24 13 24 21 
86 14 21 15 24 11 12 23 23 26 26 11 17 29 21 10 20 29 14 27 23 30 22 12 29 11 14 21 12 27 12 30 10 19 29 23 24 27 11 15 20 23 30 17 17 24 20 30 10 23 23 27 25 20 10 28 19 21 22 19 20 28 11 18 29 20 22 25 22 14 28 24 13 16 29 19 18 25 26 22 22 16 16 13 14 13 0 17 24 11 28 26 28 10 16 18 16 28 18 15 27 
87 28 13 14 21 15 20 11 28 13 24 15 16 12 21 16 27 26 25 20 10 16 11 27 23 11 17 17 15 15 15 24 25 27 28 10 23 21 11 11 26 28 17 24 29 22 13 24 10 18 13 23 29 19 18 23 28 18 15 30 24 23 24 16 29 15 18 24 20 16 14 16 14 27 26 21 27 29 10 29 19 30 19 25 28 29 17 0 28 15 14 17 15 11 28 15 23 28 18 23 16 
88 24 11 19 12 16 23 10 26 21 30 23 11 11 22 18 20 24 24 26 10 16 25 14 18 23 27 17 15 14 23 28 26 17 27 17 18 15 30 13 26 15 30 15 28 14 20 19 25 10 10 29 27 11 13 30 24 14 12 13 26 13 20 28 18 23 10 12 20 30 11 10 14 14 18 27 14 25 25 24 11 10 29 27 18 13 24 28 0 30 12 15 25 21 24 17 24 11 28 30 13 
89 13 24 27 28 20 14 12 13 18 12 17 30 22 26 13 23 10 16 14 25 11 16 20 19 11 23 21 30 16 24 18 12 24 13 14 13 26 27 25 12 24 20 29 29 12 24 19 24 27 19 19 28 10 19 15 30 27 16 29 28 19 14 30 26 29 18 27 23 14 25 20 16 30 17 11 29 26 17 27 23 16 25 26 15 28 11 15 30 0 28 19 18 11 11 15 29 14 15 18 15 
90 11 16 18 30 26 13 23 13 12 15 13 12 19 23 10 11 22 21 17 12 28 19 17 25 12 11 22 28 21 11 30 26 13 19 22 18 20 12 27 16 14 24 15 26 27 24 17 12 18 27 27 18 17 13 26 19 22 23 10 18 16 30 12 19 21 14 13 29 10 23 11 27 24 15 15 12 11 12 16 11 16 12 25 21 29 28 14 12 28 0 23 30 18 10 13 27 28 29 14 13 
91 22 30 20 19 29 19 19 10 24 22 19 28 19 13 30 23 18 11 20 10 28 19 14 23 23 15 13 15 25 28 19 18 30 24 10 15 29 20 22 18 11 23 12 12 20 29 11 25 10 23 28 19 20 21 29 29 22 10 23 17 21 25 20 18 10 26 12 26 16 20 11 21 30 28 18 10 20 18 20 24 20 16 16 13 22 26 17 15 19 23 0 17 14 17 30 18 29 11 18 16 
92 13 20 28 13 17 11 28 26 13 19 22 12 20 26 25 16 26 29 11 25 11 18 20 16 15 26 26 13 13 29 26 17 15 15 13 22 20 20 25 20 14 28 28 22 26 30 14 13 20 20 22 11 14 15 15 13 26 23 29 14 14 18 22 26 27 18 26 29 16 27 26 24 26 26 28 22 20 23 12 30 27 21 19 28 30 28 15 25 18 30 17 0 21 19 19 27 25 29 25 17 
93 10 27 26 27 14 29 10 23 17 30 14 26 17 20 30 27 10 21 21 27 17 24 12 27 20 26 14 25 14 17 28 13 23 25 27 25 20 13 21 20 17 11 18 23 14 29 11 25 15 18 20 16 19 11 22 13 24 23 19 29 29 14 20 14 18 24 18 23 29 11 25 13 27 12 28 16 21 12 25 19 10 15 25 11 13 10 11 21 11 18 14 21 0 20 18 28 21 18 25 28 
94 14 22 22 14 30 22 23 14 13 24 17 28 10 19 21 17 12 16 30 24 14 19 27 30 16 16 23 25 20 28 12 13 13 25 26 26 27 27 11 11 29 24 15 12 17 22 17 25 23 18 18 19 15 26 13 28 19 26 22 11 10 14 25 17 15 26 19 12 14 22 25 26 12 27 20 29 22 27 13 13 23 12 14 29 20 16 28 24 11 10 17 19 20 0 27 27 18 13 22 23 
95 18 20 18 27 25 19 12 26 29 21 27 18 17 23 15 15 10 29 18 29 14 21 29 17 15 15 26 24 26 24 14 18 21 10 21 14 21 20 27 25 23 30 21 17 12 15 14 24 28 28 14 28 26 25 19 30 11 27 30 12 26 28 29 20 28 22 12 12 18 12 17 25 13 21 23 26 25 15 24 13 25 12 26 19 28 18 15 17 15 13 30 19 18 27 0 16 26 20 25 12 
96 20 13 11 23 18 13 30 27 26 17 27 27 25 19 27 10 29 18 28 20 28 24 26 23 17 23 26 12 23 28 13 10 22 25 25 13 28 29 26 20 16 11 14 25 22 22 24 28 11 22 16 21 28 10 20 18 26 20 12 19 18 27 25 21 13 29 20 18 15 27 11 12 28 10 10 25 13 15 30 15 20 16 12 27 17 16 23 24 29 27 18 27 28 27 16 0 26 14 21 23 
97 26 26 25 18 19 26 26 30 28 14 17 29 27 26 13 26 25 24 21 20 22 19 30 14 17 24 28 27 30 14 29 21 26 13 22 29 12 21 23 11 24 20 21 28 28 12 28 27 21 12 20 16 11 22 25 20 11 22 18 20 20 21 17 14 19 23 25 28 10 23 24 27 11 23 25 15 26 11 30 23 19 25 16 26 24 28 28 11 14 28 29 25 21 18 26 26 0 28 26 15 
98 10 14 28 23 12 28 24 30 30 29 18 11 13 16 23 27 29 30 13 18 14 28 13 30 19 23 21 15 28 15 19 22 12 29 18 26 18 29 20 24 10 24 17 16 23 26 17 19 18 12 18 26 14 14 29 12 28 14 22 29 27 28 26 24 18 25 29 28 11 22 22 25 24 12 29 13 18 19 12 27 30 28 25 17 13 18 18 28 15 29 11 29 18 13 20 14 28 0 27 27 
99 17 11 26 20 23 16 26 28 18 11 15 14 19 14 30 15 13 18 10 26 22 26 20 21 15 30 25 20 14 18 10 20 20 29 13 16 29 12 17 17 15 14 28 17 28 28 11 18 14 17 16 23 20 22 11 13 24 22 12 14 23 28 25 30 28 26 11 11 13 12 14 14 29 18 30 29 25 20 27 29 19 23 30 20 24 15 23 30 18 14 18 25 25 22 25 21 26 27 0 30 
100 16 11 21 29 28 21 24 23 18 24 22 29 10 30 28 26 21 17 20 10 21 10 29 19 12 11 17 20 12 23 16 26 27 12 20 30 14 18 14 15 17 10 22 10 18 13 11 23 26 29 26 15 18 20 24 19 25 26 12 28 22 18 26 19 10 23 20 16 10 26 17 11 23 19 26 30 29 28 16 10 28 10 21 25 21 27 16 13 15 13 16 17 28 23 12 23 15 27 30 0 
